id_frota;modelo;especialidade;codigo_filtro;tipo_filtro
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
61003;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
61149;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
61150;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
61151;VOLVO VM 270 - HORIMETRO;CAMINHAO;2290959;FILTRO SEPARADOR
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;885393;FILTRO AR CONDICIONADO
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098860;FILTRO AR EXTERNO
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1098901;FILTRO AR INTERNO
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1211183;FILTRO SECADOR DE AR
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1651870;FILTRO ARLA
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1681175;PENEIRA
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;1966613;FILTRO DA DIREÇÃO
61152;VOLVO VM 270 - HORIMETRO;CAMINHAO;2097308;FILTRO SEPARADOR
61250;VOLVO VM 330;CAMINHAO;885393;FILTRO AR CONDICIONADO
61250;VOLVO VM 330;CAMINHAO;1098860;FILTRO AR EXTERNO
61250;VOLVO VM 330;CAMINHAO;1098901;FILTRO AR INTERNO
61250;VOLVO VM 330;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61250;VOLVO VM 330;CAMINHAO;1211183;FILTRO SECADOR DE AR
61250;VOLVO VM 330;CAMINHAO;1651870;FILTRO ARLA
61250;VOLVO VM 330;CAMINHAO;1681175;PENEIRA
61250;VOLVO VM 330;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61250;VOLVO VM 330;CAMINHAO;2097308;FILTRO SEPARADOR
61250;VOLVO VM 330;CAMINHAO;2120197;FILTRO CAMBIO
61251;VOLVO VM 330;CAMINHAO;885393;FILTRO AR CONDICIONADO
61251;VOLVO VM 330;CAMINHAO;1098860;FILTRO AR EXTERNO
61251;VOLVO VM 330;CAMINHAO;1098901;FILTRO AR INTERNO
61251;VOLVO VM 330;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61251;VOLVO VM 330;CAMINHAO;1211183;FILTRO SECADOR DE AR
61251;VOLVO VM 330;CAMINHAO;1651870;FILTRO ARLA
61251;VOLVO VM 330;CAMINHAO;1681175;PENEIRA
61251;VOLVO VM 330;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61251;VOLVO VM 330;CAMINHAO;2097308;FILTRO SEPARADOR
61251;VOLVO VM 330;CAMINHAO;2120197;FILTRO CAMBIO
61252;VOLVO VM 330;CAMINHAO;885393;FILTRO AR CONDICIONADO
61252;VOLVO VM 330;CAMINHAO;1098860;FILTRO AR EXTERNO
61252;VOLVO VM 330;CAMINHAO;1098901;FILTRO AR INTERNO
61252;VOLVO VM 330;CAMINHAO;1177771;FILTRO LUBRIFICANTE
61252;VOLVO VM 330;CAMINHAO;1211183;FILTRO SECADOR DE AR
61252;VOLVO VM 330;CAMINHAO;1651870;FILTRO ARLA
61252;VOLVO VM 330;CAMINHAO;1681175;PENEIRA
61252;VOLVO VM 330;CAMINHAO;1966595;FILTRO COMBUSTIVEL
61252;VOLVO VM 330;CAMINHAO;2097308;FILTRO SEPARADOR
61252;VOLVO VM 330;CAMINHAO;2120197;FILTRO CAMBIO
61609;VW COMIL SVELTO U;ONIBUS;816425;FILTRO COMBUSTIVEL
61609;VW COMIL SVELTO U;ONIBUS;910089;FILTRO AR EXTERNO
61609;VW COMIL SVELTO U;ONIBUS;1234470;FILTRO LUBRIFICANTE
61609;VW COMIL SVELTO U;ONIBUS;1235114;FILTRO AR INTERNO
61609;VW COMIL SVELTO U;ONIBUS;1274934;FILTRO DA DIREÇÃO
61609;VW COMIL SVELTO U;ONIBUS;1304665;FILTRO SEPARADOR
61609;VW COMIL SVELTO U;ONIBUS;1633673;FILTRO SECADOR DE AR
62001;VALTRA BM100;CARREGADEIRA;1045659;FILTRO HIDRAULICO
62001;VALTRA BM100;CARREGADEIRA;1151757;FILTRO AR EXTERNO
62001;VALTRA BM100;CARREGADEIRA;1151770;FILTRO AR INTERNO
62001;VALTRA BM100;CARREGADEIRA;1161866;FILTRO LUBRIFICANTE
62001;VALTRA BM100;CARREGADEIRA;1216909;FILTRO SEPARADOR
62001;VALTRA BM100;CARREGADEIRA;1234912;FILTRO TRANSMISSAO
62001;VALTRA BM100;CARREGADEIRA;1350948;FILTRO COMBUSTIVEL
62001;VALTRA BM100;CARREGADEIRA;1350948;FILTRO COMBUSTIVEL
62001;VALTRA BM100;CARREGADEIRA;1352477;FILTRO DA DIREÇÃO
62002;VALTRA BM100;CARREGADEIRA;1045659;FILTRO HIDRAULICO
62002;VALTRA BM100;CARREGADEIRA;1151757;FILTRO AR EXTERNO
62002;VALTRA BM100;CARREGADEIRA;1151770;FILTRO AR INTERNO
62002;VALTRA BM100;CARREGADEIRA;1161866;FILTRO LUBRIFICANTE
62002;VALTRA BM100;CARREGADEIRA;1216909;FILTRO SEPARADOR
62002;VALTRA BM100;CARREGADEIRA;1234912;FILTRO TRANSMISSAO
62002;VALTRA BM100;CARREGADEIRA;1315249;FILTRO COMBUSTIVEL
62002;VALTRA BM100;CARREGADEIRA;1352477;FILTRO DA DIREÇÃO
62200;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62200;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62200;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62200;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62200;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62200;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62200;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62200;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62201;MASSEY FERGUSON 265;TRATOR;944440;FILTRO AR INTERNO
62201;MASSEY FERGUSON 265;TRATOR;1151757;FILTRO AR EXTERNO
62201;MASSEY FERGUSON 265;TRATOR;1158480;FILTRO COMBUSTIVEL
62201;MASSEY FERGUSON 265;TRATOR;1251697;FILTRO SEPARADOR
62201;MASSEY FERGUSON 265;TRATOR;1401968;FILTRO LUBRIFICANTE
62202;VALTRA BH 224;TRATOR;852934;FILTRO TRANSMISSAO
62202;VALTRA BH 224;TRATOR;862277;FILTRO AR CONDICIONADO
62202;VALTRA BH 224;TRATOR;1304665;FILTRO SEPARADOR
62202;VALTRA BH 224;TRATOR;1774153;FILTRO LUBRIFICANTE
62202;VALTRA BH 224;TRATOR;1774190;FILTRO AR EXTERNO
62202;VALTRA BH 224;TRATOR;1890207;FILTRO AR INTERNO
62202;VALTRA BH 224;TRATOR;1890852;FILTRO COMBUSTIVEL
62203;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62203;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62203;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62203;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62203;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62203;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62203;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62203;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62204;JOHN DEERE 7230J;TRATOR;921440;FILTRO LUBRIFICANTE
62204;JOHN DEERE 7230J;TRATOR;921452;FILTRO TRANSMISSAO
62204;JOHN DEERE 7230J;TRATOR;921476;FILTRO SEPARADOR
62204;JOHN DEERE 7230J;TRATOR;921490;FILTRO COMBUSTIVEL
62204;JOHN DEERE 7230J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62204;JOHN DEERE 7230J;TRATOR;1566118;FILTRO HIDRAULICO
62204;JOHN DEERE 7230J;TRATOR;1606130;FILTRO AR CONDICIONADO
62204;JOHN DEERE 7230J;TRATOR;1606256;FILTRO AR EXTERNO
62204;JOHN DEERE 7230J;TRATOR;1606402;FILTRO AR INTERNO
62204;JOHN DEERE 7230J;TRATOR;1606785;FILTRO AR CONDICIONADO 2°
62205;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62205;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62205;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62205;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62205;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62205;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62205;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62205;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62205;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62205;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62205;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62206;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62206;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62206;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62206;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62206;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62206;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62206;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62206;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62206;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62206;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62206;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62207;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62207;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62207;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62207;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62207;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62207;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62207;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62207;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62207;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62207;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62207;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62208;JOHN DEERE 5080EN;TRATOR;1165367;FILTRO COMBUSTIVEL
62208;JOHN DEERE 5080EN;TRATOR;1231789;FILTRO TRANSMISSAO
62208;JOHN DEERE 5080EN;TRATOR;1416273;FILTRO AR EXTERNO
62208;JOHN DEERE 5080EN;TRATOR;1949871;FILTRO AR INTERNO
62208;JOHN DEERE 5080EN;TRATOR;2124490;FILTRO LUBRIFICANTE
62208;JOHN DEERE 5080EN;TRATOR;2129437;FILTRO AR CONDICIONADO
62208;JOHN DEERE 5080EN;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62209;JOHN DEERE 5080EN;TRATOR;1165367;FILTRO COMBUSTIVEL
62209;JOHN DEERE 5080EN;TRATOR;1231789;FILTRO TRANSMISSAO
62209;JOHN DEERE 5080EN;TRATOR;1416273;FILTRO AR EXTERNO
62209;JOHN DEERE 5080EN;TRATOR;1949871;FILTRO AR INTERNO
62209;JOHN DEERE 5080EN;TRATOR;2124490;FILTRO LUBRIFICANTE
62209;JOHN DEERE 5080EN;TRATOR;2129437;FILTRO AR CONDICIONADO
62209;JOHN DEERE 5080EN;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62210;JOHN DEERE 5080EN;TRATOR;1165367;FILTRO COMBUSTIVEL
62210;JOHN DEERE 5080EN;TRATOR;1231789;FILTRO TRANSMISSAO
62210;JOHN DEERE 5080EN;TRATOR;1416273;FILTRO AR EXTERNO
62210;JOHN DEERE 5080EN;TRATOR;1949871;FILTRO AR INTERNO
62210;JOHN DEERE 5080EN;TRATOR;2124490;FILTRO LUBRIFICANTE
62210;JOHN DEERE 5080EN;TRATOR;2129437;FILTRO AR CONDICIONADO
62210;JOHN DEERE 5080EN;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62211;VALTRA A950;TRATOR;761278;FILTRO HIDRAULICO
62211;VALTRA A950;TRATOR;1231303;FILTRO TRANSMISSAO
62211;VALTRA A950;TRATOR;1234754;FILTRO AR EXTERNO
62211;VALTRA A950;TRATOR;1340177;FILTRO AR INTERNO
62211;VALTRA A950;TRATOR;2258729;FILTRO LUBRIFICANTE
62211;VALTRA A950;TRATOR;2258742;FILTRO COMBUSTIVEL
62211;VALTRA A950;TRATOR;2258754;FILTRO SEPARADOR
62212;VALTRA A950;TRATOR;761278;FILTRO HIDRAULICO
62212;VALTRA A950;TRATOR;1231303;FILTRO TRANSMISSAO
62212;VALTRA A950;TRATOR;1234754;FILTRO AR EXTERNO
62212;VALTRA A950;TRATOR;1340177;FILTRO AR INTERNO
62212;VALTRA A950;TRATOR;2258729;FILTRO LUBRIFICANTE
62212;VALTRA A950;TRATOR;2258742;FILTRO COMBUSTIVEL
62212;VALTRA A950;TRATOR;2258754;FILTRO SEPARADOR
62213;VALTRA A950;TRATOR;761278;FILTRO HIDRAULICO
62213;VALTRA A950;TRATOR;1231303;FILTRO TRANSMISSAO
62213;VALTRA A950;TRATOR;1234754;FILTRO AR EXTERNO
62213;VALTRA A950;TRATOR;1340177;FILTRO AR INTERNO
62213;VALTRA A950;TRATOR;2258729;FILTRO LUBRIFICANTE
62213;VALTRA A950;TRATOR;2258742;FILTRO COMBUSTIVEL
62213;VALTRA A950;TRATOR;2258754;FILTRO SEPARADOR
62214;VALTRA A950;TRATOR;761278;FILTRO HIDRAULICO
62214;VALTRA A950;TRATOR;1231303;FILTRO TRANSMISSAO
62214;VALTRA A950;TRATOR;1234754;FILTRO AR EXTERNO
62214;VALTRA A950;TRATOR;1340177;FILTRO AR INTERNO
62214;VALTRA A950;TRATOR;2258729;FILTRO LUBRIFICANTE
62214;VALTRA A950;TRATOR;2258742;FILTRO COMBUSTIVEL
62214;VALTRA A950;TRATOR;2258754;FILTRO SEPARADOR
62215;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62215;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62215;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62215;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62215;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62215;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62215;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62215;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62216;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62216;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62216;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62216;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62216;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62216;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62216;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62216;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62216;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62216;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62216;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62217;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62217;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62217;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62217;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62217;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62217;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62217;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62217;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62218;JOHN DEERE 7230J;TRATOR;921440;FILTRO LUBRIFICANTE
62218;JOHN DEERE 7230J;TRATOR;921452;FILTRO TRANSMISSAO
62218;JOHN DEERE 7230J;TRATOR;921476;FILTRO SEPARADOR
62218;JOHN DEERE 7230J;TRATOR;921490;FILTRO COMBUSTIVEL
62218;JOHN DEERE 7230J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62218;JOHN DEERE 7230J;TRATOR;1566118;FILTRO HIDRAULICO
62218;JOHN DEERE 7230J;TRATOR;1606130;FILTRO AR CONDICIONADO
62218;JOHN DEERE 7230J;TRATOR;1606256;FILTRO AR EXTERNO
62218;JOHN DEERE 7230J;TRATOR;1606402;FILTRO AR INTERNO
62218;JOHN DEERE 7230J;TRATOR;1606785;FILTRO AR CONDICIONADO 2°
62219;JOHN DEERE 7230J;TRATOR;921440;FILTRO LUBRIFICANTE
62219;JOHN DEERE 7230J;TRATOR;921452;FILTRO TRANSMISSAO
62219;JOHN DEERE 7230J;TRATOR;921476;FILTRO SEPARADOR
62219;JOHN DEERE 7230J;TRATOR;921490;FILTRO COMBUSTIVEL
62219;JOHN DEERE 7230J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62219;JOHN DEERE 7230J;TRATOR;1566118;FILTRO HIDRAULICO
62219;JOHN DEERE 7230J;TRATOR;1606130;FILTRO AR CONDICIONADO
62219;JOHN DEERE 7230J;TRATOR;1606256;FILTRO AR EXTERNO
62219;JOHN DEERE 7230J;TRATOR;1606402;FILTRO AR INTERNO
62219;JOHN DEERE 7230J;TRATOR;1606785;FILTRO AR CONDICIONADO 2°
62220;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62220;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62220;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62220;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62220;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62220;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62220;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62220;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62221;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62221;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62221;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62221;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62221;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62221;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62221;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62221;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62221;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62221;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62221;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62222;JOHN DEERE 6190J;TRATOR;921440;FILTRO LUBRIFICANTE
62222;JOHN DEERE 6190J;TRATOR;921490;FILTRO COMBUSTIVEL
62222;JOHN DEERE 6190J;TRATOR;1215875;FILTRO TRANSMISSAO
62222;JOHN DEERE 6190J;TRATOR;1215887;FILTRO HIDRAULICO
62222;JOHN DEERE 6190J;TRATOR;1234742;FILTRO AR INTERNO
62222;JOHN DEERE 6190J;TRATOR;1303934;FILTRO AR EXTERNO
62222;JOHN DEERE 6190J;TRATOR;1347299;FILTRO COMBUSTIVEL PORTA
62222;JOHN DEERE 6190J;TRATOR;1353720;FILTRO AR CONDICIONADO
62223;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62223;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62223;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62223;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62223;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62223;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62223;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62223;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62223;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62223;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62223;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62224;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62224;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62224;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62224;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62224;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62224;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62224;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62224;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62224;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62224;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62224;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62225;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62225;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62225;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62225;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62225;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62225;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62225;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62225;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62225;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62225;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62225;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
62226;JOHN DEERE 5090E;TRATOR;921440;FILTRO LUBRIFICANTE
62226;JOHN DEERE 5090E;TRATOR;1176766;FILTRO COMBUSTIVEL
62226;JOHN DEERE 5090E;TRATOR;1231789;FILTRO TRANSMISSAO
62226;JOHN DEERE 5090E;TRATOR;1959979;FILTRO COMBUSTIVEL PORTA
62226;JOHN DEERE 5090E;TRATOR;2101221;FILTRO AR INTERNO
62226;JOHN DEERE 5090E;TRATOR;2101245;FILTRO AR EXTERNO
62226;JOHN DEERE 5090E;TRATOR;2108409;FILTRO HIDRAULICO
62226;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62226;JOHN DEERE 5090E;TRATOR;2129437;FILTRO AR CONDICIONADO
62226;JOHN DEERE 5090E;TRATOR;2130191;FILTRO AR CONDICIONADO 2°
